"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","nr.employed","y"
"34839",35,"blue-collar","single","basic.9y","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"78",33,"services","married","high.school","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"17965",45,"admin.","married","university.degree","no","no","no","cellular","jul","tue",5,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"5441",31,"admin.","divorced","high.school","no","no","yes","telephone","may","fri",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30734",43,"blue-collar","married","basic.6y","no","no","yes","cellular","may","tue",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"10676",44,"technician","married","professional.course","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"17552",52,"admin.","divorced","university.degree","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"7102",40,"technician","married","basic.4y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"12807",39,"blue-collar","married","basic.6y","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"16857",49,"technician","married","professional.course","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"2626",33,"services","divorced","high.school","no","no","no","telephone","may","tue",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"6678",29,"services","married","high.school","no","no","no","telephone","may","wed",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"35164",25,"blue-collar","single","basic.6y","no","yes","no","cellular","may","fri",7,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"19013",38,"technician","single","professional.course","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"2719",32,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"38370",55,"entrepreneur","married","professional.course","no","no","no","cellular","oct","mon",1,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"20972",49,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"39605",33,"services","married","high.school","no","no","no","cellular","may","thu",1,999,1,"failure",93.876,-40,5008.7,"yes"
"7005",41,"admin.","married","high.school","no","no","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"23247",58,"blue-collar","divorced","basic.6y","no","no","no","cellular","aug","tue",7,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"8061",38,"technician","single","university.degree","no","no","no","telephone","jun","mon",6,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"20356",52,"management","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"28911",41,"self-employed","married","basic.9y","no","no","no","cellular","apr","fri",1,999,1,"failure",93.075,-47.1,5099.1,"no"
"28018",30,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",3,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"5764",35,"management","married","university.degree","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"40667",26,"admin.","single","university.degree","no","yes","no","telephone","sep","wed",1,999,0,"nonexistent",94.199,-37.5,4963.6,"no"
"3179",31,"admin.","married","high.school","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29100",37,"services","married","high.school","no","no","yes","cellular","apr","fri",1,999,1,"failure",93.075,-47.1,5099.1,"no"
"16807",57,"self-employed","married","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"10894",43,"self-employed","married","university.degree","no","yes","yes","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"22559",32,"admin.","single","university.degree","no","no","no","cellular","aug","fri",4,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"22901",53,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"17285",59,"retired","married","high.school","no","yes","no","cellular","jul","fri",17,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"32271",38,"blue-collar","single","high.school","no","no","no","cellular","may","fri",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"14357",27,"services","single","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"16051",27,"admin.","single","university.degree","no","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"38769",43,"management","married","high.school","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",92.649,-30.1,5017.5,"yes"
"29567",68,"retired","married","high.school","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"17358",45,"admin.","married","high.school","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"3318",24,"student","single","high.school","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"19076",46,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"34533",44,"technician","single","professional.course","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"36701",51,"admin.","single","university.degree","no","yes","yes","cellular","jun","fri",2,999,0,"nonexistent",92.963,-40.8,5076.2,"no"
"35238",30,"services","single","high.school","no","yes","no","cellular","may","fri",11,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"19401",37,"admin.","married","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"yes"
"16047",27,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"117",52,"admin.","divorced","university.degree","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"40622",88,"retired","married","basic.4y","no","no","no","cellular","sep","mon",2,999,0,"nonexistent",94.199,-37.5,4963.6,"no"
"875",43,"technician","single","university.degree","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"20600",56,"admin.","married","professional.course","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"40184",29,"admin.","single","high.school","no","yes","no","cellular","jul","fri",2,6,1,"success",94.215,-40.3,4991.6,"yes"
"36219",40,"blue-collar","married","basic.4y","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"39502",41,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",93.749,-34.6,5008.7,"yes"
"33435",33,"technician","single","university.degree","no","yes","no","cellular","may","tue",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"7960",28,"blue-collar","single","high.school","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"13276",40,"unemployed","married","university.degree","no","yes","no","telephone","jul","wed",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"6958",42,"admin.","married","basic.4y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"31003",44,"admin.","married","university.degree","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"38140",68,"retired","single","university.degree","no","yes","no","telephone","sep","mon",3,999,0,"nonexistent",92.379,-29.8,5017.5,"no"
"24735",43,"admin.","married","high.school","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"18280",56,"blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",5,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"35259",32,"technician","single","professional.course","no","yes","no","cellular","may","fri",5,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"28731",19,"student","single","basic.9y","no","no","no","cellular","apr","thu",3,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"30927",54,"management","married","university.degree","no","yes","yes","cellular","may","tue",1,999,2,"failure",92.893,-46.2,5099.1,"no"
"5892",31,"technician","single","professional.course","no","yes","no","telephone","may","mon",7,999,0,"nonexistent",93.994,-36.4,5191,"no"
"717",45,"technician","married","university.degree","no","no","no","telephone","may","tue",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"35676",31,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"1180",44,"technician","married","professional.course","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"821",31,"admin.","single","university.degree","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"yes"
"22484",37,"admin.","married","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"2724",45,"management","married","university.degree","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29327",34,"blue-collar","divorced","basic.4y","no","no","no","cellular","apr","fri",5,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"9324",43,"blue-collar","married","basic.9y","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"5934",36,"entrepreneur","married","university.degree","no","no","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"1374",29,"services","single","basic.9y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"14308",47,"retired","single","basic.6y","no","no","no","cellular","jul","mon",5,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"30400",53,"technician","married","professional.course","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"30081",64,"retired","married","high.school","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"15200",28,"admin.","single","basic.9y","no","no","no","telephone","jul","thu",8,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"35764",47,"admin.","single","university.degree","no","no","no","cellular","may","mon",4,999,1,"failure",92.893,-46.2,5099.1,"no"
"12028",49,"services","divorced","high.school","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"35218",32,"blue-collar","married","professional.course","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"16916",45,"admin.","divorced","high.school","no","no","no","cellular","jul","thu",5,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"9143",41,"admin.","single","high.school","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"28283",27,"technician","single","basic.9y","no","yes","no","cellular","apr","wed",3,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"31103",41,"entrepreneur","married","basic.4y","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"3197",41,"admin.","married","university.degree","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"20085",44,"admin.","married","high.school","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"782",30,"services","married","high.school","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29362",35,"blue-collar","married","basic.6y","no","no","no","cellular","apr","fri",3,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"37756",62,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",92.201,-31.4,5076.2,"yes"
"17077",46,"admin.","married","professional.course","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"31000",39,"admin.","single","professional.course","no","yes","no","cellular","may","tue",5,999,1,"failure",92.893,-46.2,5099.1,"no"
"23380",44,"technician","married","professional.course","no","no","yes","cellular","aug","wed",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"40648",26,"admin.","single","university.degree","no","yes","no","cellular","sep","tue",1,999,1,"failure",94.199,-37.5,4963.6,"no"
"32161",40,"blue-collar","married","basic.6y","no","no","no","cellular","may","fri",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"24427",36,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","mon",3,999,0,"nonexistent",93.2,-42,5195.8,"no"
"27050",58,"retired","married","professional.course","no","no","no","cellular","nov","fri",1,999,1,"failure",93.2,-42,5195.8,"no"
"357",36,"blue-collar","single","high.school","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"11462",49,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"30572",30,"unemployed","married","high.school","no","yes","yes","telephone","may","mon",4,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"6084",31,"blue-collar","divorced","basic.6y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"1982",52,"technician","married","university.degree","no","no","no","telephone","may","fri",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"176",46,"management","married","basic.9y","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29840",34,"admin.","married","basic.9y","no","yes","no","cellular","apr","mon",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"17946",55,"housemaid","married","basic.4y","no","no","no","telephone","jul","tue",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"15691",36,"services","divorced","high.school","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"24023",27,"student","single","high.school","no","no","no","telephone","oct","tue",1,999,0,"nonexistent",93.798,-40.4,5195.8,"yes"
"40170",38,"technician","married","professional.course","no","no","no","cellular","jul","thu",2,999,0,"nonexistent",94.215,-40.3,4991.6,"no"
"12402",35,"admin.","single","university.degree","no","no","no","cellular","jul","mon",5,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"15114",24,"admin.","single","high.school","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"15111",25,"blue-collar","married","basic.4y","no","no","yes","telephone","jul","thu",2,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"29702",38,"admin.","single","university.degree","no","yes","yes","cellular","apr","mon",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"27736",32,"technician","married","professional.course","no","no","yes","telephone","mar","wed",5,999,0,"nonexistent",92.843,-50,5099.1,"no"
"36519",32,"admin.","married","high.school","no","yes","no","cellular","jun","wed",1,10,1,"success",92.963,-40.8,5076.2,"no"
"19210",37,"management","married","university.degree","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",93.444,-36.1,5228.1,"yes"
"35593",33,"technician","divorced","professional.course","no","no","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"4604",42,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","tue",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"23297",57,"retired","married","high.school","no","yes","yes","cellular","aug","wed",8,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"27178",57,"housemaid","married","basic.4y","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"6218",34,"blue-collar","married","basic.9y","no","no","yes","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29351",34,"admin.","divorced","high.school","no","yes","yes","cellular","apr","fri",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"31457",51,"management","divorced","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"34681",30,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",6,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"24036",38,"admin.","married","high.school","no","yes","no","telephone","oct","fri",1,999,0,"nonexistent",93.798,-40.4,5195.8,"yes"
"26872",32,"admin.","single","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"14405",59,"blue-collar","divorced","basic.4y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"20139",32,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"27808",29,"self-employed","married","university.degree","no","no","no","cellular","mar","wed",2,999,0,"nonexistent",92.843,-50,5099.1,"yes"
"3188",52,"technician","married","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"34713",39,"admin.","married","high.school","no","yes","no","cellular","may","thu",4,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"27617",57,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"36859",39,"blue-collar","married","basic.9y","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent",92.963,-40.8,5076.2,"no"
"25910",56,"management","married","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"10561",39,"unemployed","married","university.degree","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"7043",24,"student","married","university.degree","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"5283",29,"technician","married","university.degree","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"17685",53,"retired","divorced","university.degree","no","yes","no","cellular","jul","tue",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"10882",52,"self-employed","married","professional.course","no","no","yes","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"9529",56,"services","married","basic.4y","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"14389",31,"technician","single","university.degree","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21756",33,"self-employed","married","university.degree","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"5523",30,"blue-collar","married","high.school","no","no","no","telephone","may","mon",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30844",49,"blue-collar","married","basic.6y","no","no","no","cellular","may","tue",1,999,1,"failure",92.893,-46.2,5099.1,"yes"
"5292",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"33130",32,"management","single","professional.course","no","no","no","cellular","may","tue",2,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"37483",62,"retired","married","university.degree","no","yes","yes","cellular","aug","thu",2,999,0,"nonexistent",92.201,-31.4,5076.2,"no"
"27663",48,"admin.","married","university.degree","no","no","no","cellular","nov","fri",9,999,0,"nonexistent",93.2,-42,5195.8,"no"
"30151",46,"admin.","married","high.school","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"8044",44,"blue-collar","divorced","high.school","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"36297",27,"technician","married","professional.course","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent",92.963,-40.8,5076.2,"no"
"41114",34,"technician","married","university.degree","no","no","no","cellular","nov","tue",1,6,2,"success",94.767,-50.8,4963.6,"yes"
"41057",60,"retired","married","professional.course","no","no","yes","cellular","oct","wed",2,999,1,"failure",94.601,-49.5,4963.6,"no"
"24379",58,"entrepreneur","married","basic.4y","no","no","no","cellular","nov","mon",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"9073",53,"technician","married","professional.course","no","yes","no","telephone","jun","thu",6,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"19767",36,"technician","divorced","university.degree","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"8503",52,"retired","married","basic.4y","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"yes"
"23967",29,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"19539",52,"management","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"3836",51,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"38197",41,"technician","married","professional.course","no","yes","no","cellular","oct","tue",2,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"20889",47,"housemaid","married","high.school","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"2923",31,"services","married","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"14487",55,"blue-collar","married","illiterate","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"40396",48,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",3,3,6,"success",94.027,-38.3,4991.6,"yes"
"23459",54,"housemaid","married","basic.4y","no","no","no","telephone","aug","wed",6,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"10841",29,"technician","single","high.school","no","no","no","telephone","jun","wed",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"29617",21,"services","single","basic.9y","no","no","no","cellular","apr","mon",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"32666",31,"technician","single","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",92.893,-46.2,5099.1,"yes"
"34028",31,"admin.","single","university.degree","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"28671",42,"blue-collar","married","basic.4y","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"10392",45,"admin.","married","high.school","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"39058",18,"student","single","basic.9y","no","no","no","cellular","dec","thu",2,999,0,"nonexistent",92.713,-33,5023.5,"yes"
"26762",31,"technician","single","professional.course","no","yes","no","cellular","nov","thu",9,999,0,"nonexistent",93.2,-42,5195.8,"no"
"6724",27,"management","single","university.degree","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"2508",48,"self-employed","married","basic.9y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"28414",30,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"15413",32,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"40889",62,"blue-collar","married","basic.4y","no","no","no","cellular","oct","fri",3,999,0,"nonexistent",94.601,-49.5,4963.6,"no"
"2285",34,"admin.","divorced","university.degree","no","no","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"3398",28,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30407",61,"retired","divorced","university.degree","no","no","no","cellular","apr","thu",2,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"15288",29,"blue-collar","single","professional.course","no","no","no","cellular","jul","thu",8,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"26574",43,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"23061",42,"management","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"33514",33,"blue-collar","single","basic.4y","no","yes","no","cellular","may","tue",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"19111",43,"technician","single","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"5064",26,"services","single","basic.9y","no","no","yes","telephone","may","fri",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"3904",56,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"25658",47,"housemaid","married","basic.4y","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"13238",43,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",13,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"33574",31,"admin.","married","high.school","no","no","no","cellular","may","tue",6,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"29703",45,"blue-collar","married","basic.6y","no","yes","no","cellular","apr","mon",1,999,1,"failure",93.075,-47.1,5099.1,"no"
"1205",40,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30161",45,"management","married","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"25079",37,"retired","divorced","basic.9y","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"31246",27,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"10541",49,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"38592",34,"technician","single","university.degree","no","no","no","cellular","oct","fri",1,999,0,"nonexistent",92.431,-26.9,5017.5,"yes"
"13418",27,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","wed",11,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"27285",58,"retired","married","professional.course","no","no","no","telephone","nov","fri",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"25990",32,"management","single","university.degree","no","no","yes","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"7520",33,"technician","married","high.school","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30906",37,"services","married","high.school","no","no","no","cellular","may","tue",4,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"31916",35,"blue-collar","married","basic.6y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"6096",34,"services","married","high.school","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"19741",33,"self-employed","married","university.degree","no","no","no","cellular","aug","fri",7,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"3400",55,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"36613",25,"student","single","university.degree","no","no","yes","cellular","jun","thu",1,999,0,"nonexistent",92.963,-40.8,5076.2,"yes"
"29712",35,"entrepreneur","divorced","university.degree","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"31448",35,"services","married","basic.9y","no","yes","no","cellular","may","wed",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"31160",49,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"31489",35,"admin.","single","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"6120",29,"blue-collar","single","basic.4y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"115",37,"management","married","university.degree","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
